gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0,0,1,0,1,1,0,2,1,1,1,1,1,1,0,0,3,35,113,0
1,0,1,1,7,1,0,0,0,0,0,0,2,0,0,1,2,434,1400,0
1,1,1,0,6,1,2,1,2,2,0,0,0,2,0,1,1,1141,1720,1
1,0,0,0,5,0,1,0,0,2,0,0,0,0,0,1,1,149,793,1
0,0,1,1,6,1,0,2,1,1,1,1,1,1,0,0,3,37,627,0
1,0,0,0,48,1,2,0,0,0,0,2,2,0,2,1,0,625,3903,0
0,0,0,0,64,1,2,1,2,2,0,2,0,0,1,1,2,1052,4992,0
0,0,0,0,54,1,0,0,0,0,0,0,0,0,1,0,0,298,3531,0
1,0,1,1,70,1,2,0,2,2,2,2,2,2,2,0,0,998,5134,0
1,1,0,0,2,1,2,1,0,0,0,0,0,0,0,1,2,814,875,1
0,0,0,1,10,1,0,2,1,1,1,1,1,1,0,0,1,30,823,1
0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,2,782,332,1
1,0,0,0,16,1,2,1,2,2,2,2,2,0,0,1,0,1361,2983,0
0,0,1,0,71,1,2,1,2,0,2,2,2,2,2,1,1,1423,5535,0
0,0,1,1,27,1,0,1,2,0,0,0,0,2,1,1,0,920,3446,0
0,0,1,0,17,1,0,2,1,1,1,1,1,1,2,0,3,30,1193,0
0,1,1,0,39,1,0,1,0,2,0,2,2,2,1,1,1,1223,4297,1
0,0,0,0,51,1,0,0,0,0,2,0,0,2,0,1,2,515,3826,0
0,0,0,0,22,1,0,0,0,0,2,0,0,0,0,0,1,362,2302,0
1,0,1,1,65,1,0,0,2,2,2,2,0,0,2,0,3,621,4308,0
0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,746,1657,0
1,1,0,0,46,1,0,1,2,0,0,0,0,2,0,0,3,971,4287,1
0,0,0,0,6,1,0,2,1,1,1,1,1,1,0,0,3,29,679,1
0,0,1,1,70,1,2,1,2,2,2,2,2,2,2,0,1,1469,5582,0
0,1,0,0,49,1,2,1,2,2,0,0,0,0,0,1,2,930,4316,0
1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,695,288,1
0,0,0,0,65,0,1,0,2,0,2,2,2,2,2,1,0,552,4356,0
0,0,1,0,41,1,2,1,0,0,2,2,0,0,0,1,1,979,4141,0
1,0,1,1,6,1,0,0,2,0,0,0,0,0,1,1,2,363,1105,1
1,0,0,0,28,1,2,0,0,2,2,0,0,2,1,0,1,705,3227,0
0,0,1,1,26,1,0,0,0,2,0,0,0,0,0,0,3,365,2623,0
0,1,0,0,14,1,0,1,0,2,0,0,0,0,0,1,1,782,2390,1
0,0,1,0,10,1,2,1,0,0,0,0,2,2,0,1,2,1127,2297,1
1,0,1,0,56,1,2,1,2,2,2,2,2,0,0,1,2,1292,5018,0
1,0,0,0,66,1,2,1,2,2,2,2,2,2,1,1,0,1523,5516,1
0,1,1,0,46,1,2,1,0,0,2,0,2,2,0,0,2,1233,4570,0
0,0,0,0,12,1,0,1,0,0,0,0,2,0,0,1,3,905,2224,0
1,0,0,0,7,0,1,0,2,0,0,0,0,0,0,1,2,148,840,1
0,0,1,0,43,1,2,1,0,0,0,0,2,2,0,1,2,1169,4418,1
1,0,1,1,70,1,2,0,2,0,0,0,2,0,1,1,2,626,4549,0
1,1,1,0,23,1,2,1,0,2,2,0,2,2,0,1,2,1314,3511,1
1,1,0,0,14,1,2,1,0,2,0,0,0,0,0,1,2,872,2472,1
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,23,17,0
1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,3,730,642,0
1,1,0,0,54,1,2,1,2,2,2,2,2,2,0,1,2,1510,5172,0
1,1,0,0,70,1,2,1,0,2,0,2,2,2,2,1,2,1364,5485,0
1,0,1,1,49,1,2,2,1,1,1,1,1,1,2,0,3,88,2527,0
1,0,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,1040,428,0
1,0,0,0,4,1,0,2,1,1,1,1,1,1,0,1,3,13,418,0
0,0,0,0,65,1,2,1,2,2,2,2,2,0,1,1,0,1320,5290,0
0,1,1,0,2,0,1,0,0,2,0,0,0,0,0,1,2,152,394,0
1,0,1,1,65,1,2,2,1,1,1,1,1,1,1,1,1,103,3019,0
1,0,0,1,10,1,2,1,0,0,0,0,0,2,0,0,2,985,2048,0
1,0,0,0,27,0,1,0,0,0,0,2,0,0,0,1,1,141,1916,0
1,0,1,0,64,1,2,1,2,2,2,0,2,0,2,1,2,1226,5165,0
0,0,0,0,61,1,0,2,1,1,1,1,1,1,2,1,1,12,2356,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,1,35,88,0
0,0,1,1,54,1,2,2,1,1,1,1,1,1,2,1,1,102,2689,0
1,1,1,0,40,1,0,1,0,2,0,0,2,2,0,1,2,1138,4192,0
0,0,1,1,16,1,2,1,2,0,2,0,2,2,0,1,2,1313,3048,1
0,0,0,0,29,1,0,1,0,0,0,2,2,2,1,1,0,1135,3625,0
1,0,0,0,16,1,0,0,2,2,0,0,0,0,1,0,3,467,2129,0
0,0,1,1,15,1,0,0,2,2,0,2,0,2,2,0,0,653,2345,0
1,0,0,0,71,1,2,2,1,1,1,1,1,1,2,0,0,84,3078,0
1,0,0,0,8,1,2,1,0,0,0,0,0,0,0,1,2,801,1744,0
0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,2,763,322,0
1,0,0,1,22,1,0,0,0,2,0,2,0,0,0,0,2,429,2595,0
1,0,0,1,7,1,0,2,1,1,1,1,1,1,0,0,0,17,658,0
1,0,1,1,18,0,1,0,2,2,0,0,0,0,0,1,3,181,1632,0
0,0,0,0,6,1,2,0,2,0,0,0,0,0,0,1,2,419,1251,0
1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,680,273,1
1,0,0,0,60,1,2,1,2,0,2,0,2,2,1,0,2,1309,5167,0
0,0,1,0,56,1,0,0,2,2,0,2,2,0,2,1,1,694,4322,0
1,0,0,0,8,1,0,1,0,0,0,0,0,2,0,1,2,884,1788,1
1,0,0,1,14,1,0,0,2,0,2,0,0,2,1,0,3,602,2135,0
0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,21,15,0
0,0,1,0,11,1,0,0,0,0,0,0,0,0,0,0,0,315,1454,0
1,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,3,28,2393,0
1,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,2,293,698,0
0,0,0,0,6,1,0,1,0,0,0,0,2,0,0,1,3,874,1490,1
0,0,1,0,19,1,0,2,1,1,1,1,1,1,1,0,3,35,1232,0
0,0,0,1,25,0,1,0,2,0,0,2,0,2,0,0,3,313,2389,0
1,1,1,0,35,1,2,1,0,0,0,0,0,2,0,1,2,943,3810,1
1,0,0,0,2,1,0,0,0,0,0,2,2,2,0,1,2,674,755,1
0,0,0,0,67,0,1,0,2,2,2,2,2,2,2,0,1,592,4494,0
1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,1,1,1071,5180,0
1,0,0,0,11,1,2,2,1,1,1,1,1,1,1,0,1,88,993,0
0,1,1,1,33,1,2,1,0,2,0,0,0,0,0,1,3,860,3662,1
0,0,1,0,67,1,2,1,2,2,0,0,0,0,2,1,0,955,4943,0
0,0,0,1,49,1,0,0,2,0,2,2,2,0,1,1,1,703,4029,0
0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,205,95,1
0,1,0,0,40,1,2,1,0,2,2,0,2,2,0,1,2,1317,4325,0
1,1,1,0,29,1,2,1,0,0,0,2,2,2,0,1,2,1268,3758,0
1,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,2,432,204,0
1,1,1,1,28,1,2,1,0,0,2,0,2,2,0,1,2,1308,3776,0
0,0,1,1,22,1,2,0,2,2,2,2,2,2,2,1,1,1077,3372,0
1,0,0,1,59,1,0,2,1,1,1,1,1,1,2,0,3,27,2439,0
1,0,0,1,21,1,0,1,0,2,2,0,2,0,0,1,2,1043,3250,1
1,0,0,0,71,1,0,0,2,2,2,2,2,0,2,1,0,778,4813,0
0,1,0,0,65,1,2,1,0,2,2,0,2,2,1,0,0,1384,5398,0
0,0,1,0,71,1,2,1,0,2,2,2,2,2,2,1,2,1423,5556,0
0,1,1,0,46,1,2,1,2,0,0,0,0,0,0,0,2,875,4179,1
0,0,0,0,50,1,2,1,0,2,2,2,2,2,1,1,2,1446,4939,0
0,0,1,1,69,1,2,1,0,2,2,0,2,2,1,1,2,1358,5438,0
1,0,0,0,8,1,0,2,1,1,1,1,1,1,1,1,2,26,678,0
1,0,1,1,58,1,2,1,2,2,0,2,2,2,2,1,3,1438,5226,0
1,0,0,1,2,1,0,0,0,0,0,2,2,2,0,0,3,701,836,0
0,0,0,0,36,1,2,1,2,2,2,0,0,0,0,0,0,1079,3988,0
1,0,0,0,36,1,0,0,2,2,2,2,0,0,2,0,0,616,3443,0
0,1,1,0,23,0,1,0,0,0,2,0,0,2,0,1,1,247,2110,1
1,0,1,0,71,1,2,1,2,2,0,2,2,2,2,1,1,1419,5525,0
1,0,1,0,52,0,1,0,0,2,2,2,2,2,1,1,2,535,3897,1
0,0,1,0,7,1,2,1,0,0,0,0,0,2,0,1,2,959,1853,1
1,0,1,1,71,0,1,0,2,2,2,0,0,0,2,0,1,212,3684,0
0,1,1,0,16,1,2,1,0,0,0,0,2,2,0,1,2,1102,2933,0
0,0,1,1,1,1,0,1,0,2,0,0,0,0,0,1,0,747,609,1
0,0,1,0,7,1,0,2,1,1,1,1,1,1,0,0,0,31,650,1
0,0,1,0,47,0,1,0,0,2,2,0,0,0,1,0,3,179,2924,1
0,0,0,0,9,1,2,2,1,1,1,1,1,1,0,1,3,79,963,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,40,34,0
0,0,0,0,28,1,0,0,2,0,2,2,0,0,1,0,1,493,3037,0
0,1,1,1,64,1,2,1,0,2,2,0,2,2,1,1,2,1374,5358,0
0,0,0,0,7,1,2,0,2,2,2,0,0,0,0,1,0,614,1568,0
0,1,0,0,44,1,2,1,0,0,2,0,2,2,1,1,0,1242,4457,0
1,0,1,1,71,1,2,1,0,2,2,0,2,2,1,1,1,1318,5447,0
1,0,1,1,11,1,0,2,1,1,1,1,1,1,0,1,2,51,1047,0
1,0,0,0,6,1,2,1,0,0,0,0,2,2,0,0,2,1171,1671,0
1,0,0,0,8,1,0,0,0,0,0,0,0,0,0,1,3,285,1147,0
0,1,1,0,42,1,2,1,0,0,2,2,2,2,1,1,2,1376,4490,1
1,0,1,1,57,1,2,1,0,0,2,2,0,2,2,0,0,1134,4885,0
1,1,1,0,15,1,2,1,0,0,2,0,2,2,0,1,2,1215,2910,1
1,0,1,1,1,1,0,2,1,1,1,1,1,1,0,0,3,34,111,0
0,0,1,0,7,1,0,1,0,2,2,0,2,2,0,0,2,1262,1972,1
1,0,0,0,8,1,2,1,2,0,0,0,0,0,0,1,2,891,1881,0
1,0,0,0,40,1,0,1,0,2,0,2,2,0,1,1,2,1046,4141,0
0,0,0,0,25,1,0,0,0,2,2,0,0,0,0,1,1,441,2718,0
0,0,1,0,32,1,0,0,0,2,0,2,0,0,1,1,1,421,3148,0
1,0,1,1,67,1,0,1,0,2,2,2,2,2,1,0,1,1343,5418,0
0,1,1,0,64,1,0,1,0,2,2,2,2,2,2,1,1,1345,5277,0
1,0,0,0,54,1,0,0,0,2,0,2,0,2,1,1,2,589,4102,0
1,0,0,0,19,1,2,1,0,0,2,0,2,0,0,1,2,1029,3068,1
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,1,1,31,2720,0
0,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,863,677,1
0,0,0,0,26,1,2,1,0,0,0,0,2,2,0,1,3,1138,3666,1
0,0,1,0,11,1,0,2,1,1,1,1,1,1,2,1,2,29,943,0
1,0,0,1,71,0,1,0,2,2,2,2,2,2,2,0,1,639,4539,0
1,0,0,0,11,1,2,1,0,0,0,0,2,2,0,0,2,1138,2420,0
0,1,0,0,4,1,0,1,0,0,0,0,0,0,0,1,3,668,1071,1
1,1,1,0,70,1,2,1,2,2,2,0,2,2,0,1,2,1375,5501,0
1,1,0,0,34,1,0,0,0,0,2,2,2,2,1,1,2,737,3535,0
1,0,1,1,69,1,2,1,2,2,2,2,2,2,2,0,1,1485,5521,0
1,0,1,1,51,1,2,1,0,0,2,2,0,2,2,1,0,1172,4688,1
1,1,0,0,36,1,2,1,0,0,2,0,2,2,0,1,2,1261,4145,1
1,0,0,0,68,1,2,1,0,2,0,2,2,2,1,1,0,1323,5396,1
1,1,1,0,29,1,2,1,0,0,0,0,0,0,0,0,3,826,3464,0
0,0,0,0,32,1,2,1,2,0,0,0,0,2,0,1,2,1068,3790,0
0,0,0,0,58,1,2,0,2,0,0,2,0,2,1,0,0,662,4301,0
1,1,0,0,54,0,1,0,2,2,0,0,2,0,0,1,2,294,3538,0
0,0,0,0,65,1,2,1,0,2,0,0,2,0,1,1,0,1033,5049,0
1,0,1,1,36,1,0,0,2,0,2,2,0,0,1,1,3,503,3376,0
1,1,1,0,8,1,0,2,1,1,1,1,1,1,1,0,1,25,733,0
1,0,0,0,9,1,0,0,0,2,0,0,2,0,0,1,3,519,1668,0
1,0,0,1,39,1,0,0,2,2,0,0,0,0,0,1,3,450,3334,1
0,0,0,0,5,1,2,1,0,2,0,0,2,0,0,1,2,1057,1478,1
0,0,1,1,68,1,0,2,1,1,1,1,1,1,2,0,0,31,2629,0
0,1,1,0,65,1,2,1,0,2,2,2,2,2,1,1,1,1384,5390,0
1,0,0,0,10,1,2,0,0,0,2,0,0,0,0,0,2,421,1625,1
1,0,1,1,45,1,0,0,2,0,2,2,0,0,1,0,3,482,3583,0
0,0,0,0,5,1,0,1,0,0,0,0,2,2,0,0,2,1041,1578,1
0,0,1,1,55,1,2,1,2,0,2,2,2,2,0,1,3,1412,5027,0
1,0,1,1,69,1,2,2,1,1,1,1,1,1,2,0,1,92,3092,0
0,0,1,1,71,1,2,0,2,2,0,2,0,0,2,0,1,635,4582,0
0,0,1,0,2,1,2,1,0,0,0,0,2,2,0,1,2,1151,1011,1
0,0,0,1,18,1,0,0,0,0,0,2,0,0,0,0,3,344,2139,0
0,1,0,0,4,0,1,0,0,0,0,0,2,2,0,0,2,311,772,1
0,0,1,0,70,1,0,0,0,2,2,2,2,2,2,1,1,882,4940,0
1,0,1,0,7,1,0,1,2,0,0,0,0,0,0,1,2,766,1631,1
0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,2,861,370,1
0,0,0,0,60,1,2,1,2,2,2,2,2,2,1,1,3,1491,5346,0
0,0,1,1,70,0,1,0,2,2,0,2,2,2,2,0,0,520,4320,0
0,0,1,0,67,1,2,1,0,2,2,0,0,0,1,0,1,990,4965,0
1,0,0,0,45,0,1,0,0,0,2,2,0,0,1,0,1,166,2867,0
1,0,0,0,32,1,2,1,2,0,0,0,0,0,1,0,0,870,3606,0
0,0,1,1,52,1,2,1,2,2,2,2,0,2,2,1,0,1310,4886,0
0,1,1,0,49,1,2,1,2,2,2,0,2,2,0,0,0,1396,4832,0
0,1,1,0,59,1,2,1,0,2,2,0,2,2,0,1,2,1346,5181,0
0,1,1,0,27,1,2,1,0,0,0,2,2,2,0,1,1,1264,3703,1
0,0,1,1,0,1,0,1,0,0,0,0,2,0,0,1,3,869,376,1
1,0,1,1,28,1,2,1,0,0,2,0,0,2,0,1,2,1039,3658,1
0,0,1,1,9,1,0,0,0,2,0,2,0,2,0,1,2,614,1639,0
1,0,0,1,42,0,1,0,2,2,2,0,0,0,0,1,2,244,3193,0
1,1,1,0,12,1,0,1,0,0,0,0,0,0,0,0,0,696,1981,0
0,0,1,0,42,1,0,0,2,0,2,2,2,2,2,1,2,844,4019,0
1,0,1,1,18,1,2,1,0,0,0,0,0,2,0,1,2,934,2795,1
1,0,1,1,0,1,0,1,0,0,0,0,2,2,0,1,2,1057,434,0
0,0,0,0,68,1,0,0,2,0,2,2,2,2,2,1,1,914,4883,0
1,0,1,0,42,1,2,0,2,2,0,2,0,0,0,0,0,627,3750,0
0,0,1,0,5,1,0,2,1,1,1,1,1,1,0,0,0,18,611,1
1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,3,393,194,1
1,0,1,0,55,1,0,1,0,0,0,0,2,2,0,0,3,1049,4673,0
0,0,1,0,69,0,1,0,2,2,2,2,2,2,2,0,0,596,4474,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,309,147,1
1,0,1,1,48,1,2,1,0,2,2,0,2,0,1,1,2,1120,4483,0
0,0,0,0,5,1,0,0,0,0,0,2,0,0,0,1,0,361,956,1
0,1,1,0,71,1,2,1,2,0,2,2,2,2,2,1,3,1415,5570,0
1,0,0,1,36,1,0,0,2,2,0,2,0,0,2,0,1,554,3437,0
0,0,1,0,68,1,0,1,2,2,0,2,2,2,1,1,1,1356,5403,0
0,0,1,0,25,1,0,0,0,2,2,2,2,2,0,0,0,905,3301,0
0,0,1,1,57,1,2,1,0,2,2,0,2,2,1,1,1,1333,5124,0
1,0,0,0,23,1,2,0,0,0,0,2,0,0,1,0,0,438,2502,0
1,0,1,1,4,1,0,2,1,1,1,1,1,1,1,0,2,39,478,0
1,0,1,1,14,1,0,2,1,1,1,1,1,1,0,1,2,28,1002,1
0,0,1,1,29,1,0,2,1,1,1,1,1,1,2,0,3,22,1608,0
0,0,1,0,54,1,2,0,2,2,0,2,0,0,1,1,1,623,4021,0
0,0,1,0,24,0,1,0,0,0,0,0,2,0,0,1,0,169,1986,1
1,1,1,0,9,1,0,1,0,2,2,2,2,0,0,1,3,1101,2111,1
1,0,1,1,43,0,1,0,2,2,2,2,0,2,2,1,1,427,3477,0
0,0,0,0,46,1,0,0,2,2,0,2,0,0,1,1,3,505,3704,0
0,0,1,1,12,1,0,1,0,0,0,0,2,2,0,0,2,1022,2480,1
0,0,1,1,48,1,2,1,0,2,2,2,2,2,2,1,0,1381,4795,1
0,0,1,0,63,1,0,1,2,0,0,2,2,2,1,1,3,1184,5153,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,10,5,0
1,0,0,0,19,1,0,0,0,0,0,2,0,0,0,0,3,368,2190,0
0,0,1,0,36,0,1,0,2,0,0,2,2,0,2,0,2,305,2915,0
0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,1,3,765,324,1
0,0,0,0,36,1,0,0,0,0,0,0,2,2,0,1,2,600,3459,1
0,0,1,0,51,0,1,0,2,2,2,2,2,2,2,0,1,627,3960,0
1,0,0,1,70,1,0,0,2,2,2,2,2,0,2,1,1,812,4870,0
1,0,0,0,25,1,0,1,0,2,2,0,2,0,0,0,2,1051,3451,1
1,0,0,0,65,1,2,0,2,2,2,0,0,2,2,1,1,768,4591,0
1,0,1,0,71,1,2,1,2,2,2,2,2,2,2,1,1,1514,5623,0
1,0,1,1,68,1,2,1,2,2,2,2,2,2,2,1,0,1478,5491,0
0,0,0,0,11,1,0,1,0,0,2,0,2,2,1,0,3,1157,2346,1
1,0,0,0,25,1,0,1,0,0,2,2,2,2,0,1,2,1213,3565,0
1,0,0,0,20,1,0,0,0,0,2,0,0,2,0,0,3,558,2699,0
1,0,0,0,47,1,2,1,2,0,0,2,0,2,0,1,2,1155,4449,0
0,0,1,0,25,0,1,0,2,0,2,0,0,0,1,0,1,190,2165,0
1,0,1,0,59,1,0,2,1,1,1,1,1,1,2,0,3,27,2519,0
1,0,0,0,17,1,0,2,1,1,1,1,1,1,0,0,3,13,1106,0
0,1,0,0,9,0,1,0,0,0,0,2,0,0,0,1,2,133,1006,1
1,0,1,1,4,1,2,1,2,0,2,0,0,0,0,1,2,951,1356,1
0,0,0,1,3,1,0,2,1,1,1,1,1,1,1,1,3,36,405,0
1,0,1,1,64,1,2,2,1,1,1,1,1,1,2,0,1,84,3021,0
1,0,1,1,69,1,2,2,1,1,1,1,1,1,2,0,3,96,3022,0
1,0,0,0,17,1,2,1,0,0,2,0,0,2,0,1,1,1069,2920,1
1,0,0,1,61,1,0,2,1,1,1,1,1,1,2,0,0,28,2512,0
0,0,1,1,65,1,0,0,2,0,0,0,2,0,2,1,2,521,4260,0
0,0,1,1,64,1,2,0,2,2,0,2,2,2,2,1,0,915,4765,0
0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,693,868,1
0,0,0,0,33,1,0,2,1,1,1,1,1,1,0,0,3,35,1721,0
1,0,1,1,15,1,2,1,0,0,2,0,2,0,0,1,0,1071,2769,0
0,0,0,0,53,1,2,1,2,0,2,0,2,2,1,1,0,1308,4924,1
0,1,0,0,49,1,2,1,0,0,2,2,2,2,0,1,2,1328,4767,0
1,0,1,0,70,1,0,1,0,2,2,2,2,2,2,1,2,1334,5410,0
0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,771,1901,1
0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,2,384,190,1
1,0,0,0,17,1,2,2,1,1,1,1,1,1,1,0,3,64,1301,0
1,0,0,0,3,1,0,0,0,0,0,2,2,0,0,1,2,551,907,0
0,0,1,1,57,1,2,0,2,0,2,2,2,0,2,0,3,792,4440,0
0,0,1,0,55,1,2,1,2,0,0,0,2,2,1,1,2,1201,4787,0
1,0,0,0,1,1,0,1,0,0,0,0,2,0,0,1,2,873,604,1
1,0,1,0,31,1,2,1,0,0,2,0,0,0,0,1,2,846,3520,1
1,0,1,1,55,0,1,0,2,2,0,2,2,0,1,1,3,404,3740,0
1,0,0,0,35,1,2,1,0,0,0,0,0,2,0,1,2,956,3831,1
0,0,0,0,3,1,2,0,0,0,0,2,2,0,0,1,3,593,917,0
1,0,0,0,52,1,2,1,0,0,0,0,2,0,0,0,0,970,4481,1
1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,1,313,1322,0
1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,2,149,536,0
1,0,1,1,0,1,0,2,1,1,1,1,1,1,0,0,3,26,20,1
0,0,1,0,50,1,0,1,0,0,0,0,0,0,0,0,3,670,4112,0
1,1,0,0,11,1,2,1,0,0,2,0,2,2,0,1,2,1228,2450,1
0,0,0,0,5,0,1,0,0,0,0,2,2,2,1,1,3,353,924,0
1,0,1,1,62,0,1,0,0,2,2,2,0,0,2,0,0,224,3485,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,699,292,1
0,0,1,0,47,1,2,1,0,2,0,2,2,2,0,1,1,1331,4727,0
0,0,0,0,4,1,0,1,0,0,0,0,2,0,0,1,1,888,1226,1
0,0,0,1,34,1,0,2,1,1,1,1,1,1,1,1,1,30,1675,0
1,0,0,0,5,1,0,1,0,2,0,0,2,0,0,1,2,958,1486,1
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,23,106,0
0,0,0,0,49,1,0,2,1,1,1,1,1,1,1,0,0,23,2171,0
0,0,0,0,32,1,0,1,0,0,0,0,0,0,0,1,0,695,3491,0
0,0,1,1,8,1,0,2,1,1,1,1,1,1,2,0,3,35,754,0
1,0,0,1,33,1,2,1,2,2,0,0,2,2,1,1,2,1305,4023,0
1,0,1,1,70,1,2,1,2,0,0,0,2,2,2,1,2,1189,5328,0
0,0,1,1,62,1,0,0,2,2,2,2,0,0,2,0,3,577,4265,0
0,0,0,0,50,1,2,2,1,1,1,1,1,1,2,0,0,88,2562,0
0,1,0,0,25,1,2,1,0,2,0,0,2,0,0,1,2,1038,3423,1
0,0,1,0,63,1,0,1,2,0,2,0,2,2,2,1,0,1219,5171,0
0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2,85,55,1
1,0,0,0,63,1,2,1,0,2,0,2,2,2,1,1,1,1341,5327,1
0,0,0,0,17,1,2,0,0,0,0,0,0,0,0,1,2,374,2073,0
0,0,1,1,56,1,0,1,0,2,0,0,2,2,1,1,2,1147,4873,0
1,0,1,1,13,1,0,0,2,2,0,0,0,2,2,1,0,553,1925,0
1,1,0,0,17,1,2,1,0,2,0,0,0,0,0,1,1,879,2722,0
0,1,1,0,71,1,2,1,2,0,0,0,0,0,2,0,0,838,4906,0
1,0,1,0,69,1,2,1,2,2,2,2,2,2,2,0,1,1477,5589,0
1,0,1,1,67,1,0,0,2,2,2,2,0,0,2,0,1,570,4424,0
1,0,0,0,12,1,0,1,0,0,0,0,0,2,0,1,2,885,2196,1
1,1,1,0,64,1,2,1,2,2,0,0,2,0,2,1,1,1104,5034,0
0,0,0,0,29,1,2,1,0,0,2,0,2,2,0,0,2,1248,3855,0
1,0,1,0,50,1,2,0,0,0,0,2,2,2,2,1,0,780,4217,0
0,0,0,0,30,1,2,1,2,0,2,0,0,0,0,1,1,956,3610,0
0,0,1,0,8,1,0,1,0,0,0,0,2,2,0,0,2,1044,1987,1
0,0,1,1,71,1,2,0,2,2,2,2,0,2,2,1,0,858,4929,0
1,0,0,0,9,1,2,0,0,0,0,0,2,2,0,1,1,726,1896,1
0,0,0,0,36,1,0,2,1,1,1,1,1,1,1,1,2,24,1758,0
0,0,0,0,1,1,0,0,0,0,2,2,2,2,0,0,2,803,664,1
1,0,0,0,54,1,0,1,2,2,0,0,2,2,1,1,3,1257,4881,0
1,0,0,1,32,1,2,1,2,0,2,0,0,2,0,1,0,1153,3944,0
0,0,1,1,45,1,0,1,0,0,2,2,0,2,1,0,0,1074,4368,0
0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,2,436,206,0
0,1,0,0,19,1,2,0,0,0,0,0,0,2,0,1,3,557,2421,1
1,0,1,0,8,1,0,1,0,2,2,0,0,0,0,1,2,866,1824,1
1,1,0,0,31,1,2,1,0,0,0,0,2,2,0,1,1,1170,3806,1
0,0,1,1,18,1,0,0,0,0,2,0,0,0,0,1,0,360,2148,0
0,0,1,0,69,1,2,0,2,0,2,2,0,0,2,0,1,610,4580,1
0,0,0,1,60,1,2,2,1,1,1,1,1,1,2,1,1,89,2821,0
1,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,2,306,2489,0
1,0,1,0,44,1,2,1,0,2,2,0,2,2,0,1,0,1379,4635,0
1,0,1,1,61,1,2,1,0,0,2,0,2,0,2,1,1,1037,4824,0
1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,21,15,1
0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,292,621,0
1,0,1,1,66,1,0,1,0,2,2,2,2,2,2,0,0,1294,5326,0
1,0,0,0,0,1,2,1,0,0,0,0,2,0,0,1,3,954,404,1
0,0,1,0,70,1,2,1,2,2,0,0,2,0,1,0,3,1160,5311,0
0,0,1,1,36,1,0,0,2,2,0,0,2,2,1,0,0,778,3639,0
1,0,1,0,59,1,0,0,2,2,0,2,0,0,2,1,3,552,4154,0
0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,2,678,271,1
0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,0,1,22,557,0
0,0,0,0,12,0,1,0,0,2,0,0,0,0,0,1,2,155,1144,1
0,0,1,1,10,1,0,0,2,0,0,0,0,0,0,0,0,388,1584,0
1,0,0,0,6,1,0,0,2,0,0,0,0,0,0,1,3,388,1158,1
1,0,1,0,33,1,0,2,1,1,1,1,1,1,2,0,1,29,1732,0
0,0,0,0,61,1,0,0,2,0,0,2,0,2,2,1,3,606,4189,0
1,0,1,0,63,1,2,0,0,2,0,2,0,2,1,1,3,690,4466,0
0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,284,126,1
1,0,0,0,24,1,0,2,1,1,1,1,1,1,2,1,3,43,1443,0
